Train_Number,Source_Station,Destination_Station,Avg_Delay
12318,ASR,BEAS,15
12318,ASR,JUC,10
12318,ASR,PGW,15
12318,ASR,LDH,13
12318,ASR,SIR,11
12318,ASR,UMB,37
12318,ASR,SRE,34
12318,ASR,RK,5
12318,ASR,NBD,47
12318,ASR,MB,36
12318,ASR,BE,60
12318,ASR,LKO,77
12318,ASR,SLN,82
12318,ASR,BSB,89
12318,ASR,DDU,77
12318,ASR,PNBE,94
12318,ASR,PNC,98
12318,ASR,MKA,123
12318,ASR,KIUL,119
12318,ASR,JAJ,101
12318,ASR,JSME,110
12318,ASR,MDP,113
12318,ASR,ASN,112
12318,ASR,KOAA,99
12318,BEAS,JUC,10
12318,BEAS,PGW,15
12318,BEAS,LDH,13
12318,BEAS,SIR,11
12318,BEAS,UMB,37
12318,BEAS,SRE,34
12318,BEAS,RK,5
12318,BEAS,NBD,47
12318,BEAS,MB,36
12318,BEAS,BE,60
12318,BEAS,LKO,77
12318,BEAS,SLN,82
12318,BEAS,BSB,89
12318,BEAS,DDU,77
12318,BEAS,PNBE,94
12318,BEAS,PNC,98
12318,BEAS,MKA,123
12318,BEAS,KIUL,119
12318,BEAS,JAJ,101
12318,BEAS,JSME,110
12318,BEAS,MDP,113
12318,BEAS,ASN,112
12318,BEAS,KOAA,99
12318,JUC,PGW,15
12318,JUC,LDH,13
12318,JUC,SIR,11
12318,JUC,UMB,37
12318,JUC,SRE,34
12318,JUC,RK,5
12318,JUC,NBD,47
12318,JUC,MB,36
12318,JUC,BE,60
12318,JUC,LKO,77
12318,JUC,SLN,82
12318,JUC,BSB,89
12318,JUC,DDU,77
12318,JUC,PNBE,94
12318,JUC,PNC,98
12318,JUC,MKA,123
12318,JUC,KIUL,119
12318,JUC,JAJ,101
12318,JUC,JSME,110
12318,JUC,MDP,113
12318,JUC,ASN,112
12318,JUC,KOAA,99
12318,PGW,LDH,13
12318,PGW,SIR,11
12318,PGW,UMB,37
12318,PGW,SRE,34
12318,PGW,RK,5
12318,PGW,NBD,47
12318,PGW,MB,36
12318,PGW,BE,60
12318,PGW,LKO,77
12318,PGW,SLN,82
12318,PGW,BSB,89
12318,PGW,DDU,77
12318,PGW,PNBE,94
12318,PGW,PNC,98
12318,PGW,MKA,123
12318,PGW,KIUL,119
12318,PGW,JAJ,101
12318,PGW,JSME,110
12318,PGW,MDP,113
12318,PGW,ASN,112
12318,PGW,KOAA,99
12318,LDH,SIR,11
12318,LDH,UMB,37
12318,LDH,SRE,34
12318,LDH,RK,5
12318,LDH,NBD,47
12318,LDH,MB,36
12318,LDH,BE,60
12318,LDH,LKO,77
12318,LDH,SLN,82
12318,LDH,BSB,89
12318,LDH,DDU,77
12318,LDH,PNBE,94
12318,LDH,PNC,98
12318,LDH,MKA,123
12318,LDH,KIUL,119
12318,LDH,JAJ,101
12318,LDH,JSME,110
12318,LDH,MDP,113
12318,LDH,ASN,112
12318,LDH,KOAA,99
12318,SIR,UMB,37
12318,SIR,SRE,34
12318,SIR,RK,5
12318,SIR,NBD,47
12318,SIR,MB,36
12318,SIR,BE,60
12318,SIR,LKO,77
12318,SIR,SLN,82
12318,SIR,BSB,89
12318,SIR,DDU,77
12318,SIR,PNBE,94
12318,SIR,PNC,98
12318,SIR,MKA,123
12318,SIR,KIUL,119
12318,SIR,JAJ,101
12318,SIR,JSME,110
12318,SIR,MDP,113
12318,SIR,ASN,112
12318,SIR,KOAA,99
12318,UMB,SRE,34
12318,UMB,RK,5
12318,UMB,NBD,47
12318,UMB,MB,36
12318,UMB,BE,60
12318,UMB,LKO,77
12318,UMB,SLN,82
12318,UMB,BSB,89
12318,UMB,DDU,77
12318,UMB,PNBE,94
12318,UMB,PNC,98
12318,UMB,MKA,123
12318,UMB,KIUL,119
12318,UMB,JAJ,101
12318,UMB,JSME,110
12318,UMB,MDP,113
12318,UMB,ASN,112
12318,UMB,KOAA,99
12318,SRE,RK,5
12318,SRE,NBD,47
12318,SRE,MB,36
12318,SRE,BE,60
12318,SRE,LKO,77
12318,SRE,SLN,82
12318,SRE,BSB,89
12318,SRE,DDU,77
12318,SRE,PNBE,94
12318,SRE,PNC,98
12318,SRE,MKA,123
12318,SRE,KIUL,119
12318,SRE,JAJ,101
12318,SRE,JSME,110
12318,SRE,MDP,113
12318,SRE,ASN,112
12318,SRE,KOAA,99
12318,RK,NBD,47
12318,RK,MB,36
12318,RK,BE,60
12318,RK,LKO,77
12318,RK,SLN,82
12318,RK,BSB,89
12318,RK,DDU,77
12318,RK,PNBE,94
12318,RK,PNC,98
12318,RK,MKA,123
12318,RK,KIUL,119
12318,RK,JAJ,101
12318,RK,JSME,110
12318,RK,MDP,113
12318,RK,ASN,112
12318,RK,KOAA,99
12318,NBD,MB,36
12318,NBD,BE,60
12318,NBD,LKO,77
12318,NBD,SLN,82
12318,NBD,BSB,89
12318,NBD,DDU,77
12318,NBD,PNBE,94
12318,NBD,PNC,98
12318,NBD,MKA,123
12318,NBD,KIUL,119
12318,NBD,JAJ,101
12318,NBD,JSME,110
12318,NBD,MDP,113
12318,NBD,ASN,112
12318,NBD,KOAA,99
12318,MB,BE,60
12318,MB,LKO,77
12318,MB,SLN,82
12318,MB,BSB,89
12318,MB,DDU,77
12318,MB,PNBE,94
12318,MB,PNC,98
12318,MB,MKA,123
12318,MB,KIUL,119
12318,MB,JAJ,101
12318,MB,JSME,110
12318,MB,MDP,113
12318,MB,ASN,112
12318,MB,KOAA,99
12318,BE,LKO,77
12318,BE,SLN,82
12318,BE,BSB,89
12318,BE,DDU,77
12318,BE,PNBE,94
12318,BE,PNC,98
12318,BE,MKA,123
12318,BE,KIUL,119
12318,BE,JAJ,101
12318,BE,JSME,110
12318,BE,MDP,113
12318,BE,ASN,112
12318,BE,KOAA,99
12318,LKO,SLN,82
12318,LKO,BSB,89
12318,LKO,DDU,77
12318,LKO,PNBE,94
12318,LKO,PNC,98
12318,LKO,MKA,123
12318,LKO,KIUL,119
12318,LKO,JAJ,101
12318,LKO,JSME,110
12318,LKO,MDP,113
12318,LKO,ASN,112
12318,LKO,KOAA,99
12318,SLN,BSB,89
12318,SLN,DDU,77
12318,SLN,PNBE,94
12318,SLN,PNC,98
12318,SLN,MKA,123
12318,SLN,KIUL,119
12318,SLN,JAJ,101
12318,SLN,JSME,110
12318,SLN,MDP,113
12318,SLN,ASN,112
12318,SLN,KOAA,99
12318,BSB,DDU,77
12318,BSB,PNBE,94
12318,BSB,PNC,98
12318,BSB,MKA,123
12318,BSB,KIUL,119
12318,BSB,JAJ,101
12318,BSB,JSME,110
12318,BSB,MDP,113
12318,BSB,ASN,112
12318,BSB,KOAA,99
12318,DDU,PNBE,94
12318,DDU,PNC,98
12318,DDU,MKA,123
12318,DDU,KIUL,119
12318,DDU,JAJ,101
12318,DDU,JSME,110
12318,DDU,MDP,113
12318,DDU,ASN,112
12318,DDU,KOAA,99
12318,PNBE,PNC,98
12318,PNBE,MKA,123
12318,PNBE,KIUL,119
12318,PNBE,JAJ,101
12318,PNBE,JSME,110
12318,PNBE,MDP,113
12318,PNBE,ASN,112
12318,PNBE,KOAA,99
12318,PNC,MKA,123
12318,PNC,KIUL,119
12318,PNC,JAJ,101
12318,PNC,JSME,110
12318,PNC,MDP,113
12318,PNC,ASN,112
12318,PNC,KOAA,99
12318,MKA,KIUL,119
12318,MKA,JAJ,101
12318,MKA,JSME,110
12318,MKA,MDP,113
12318,MKA,ASN,112
12318,MKA,KOAA,99
12318,KIUL,JAJ,101
12318,KIUL,JSME,110
12318,KIUL,MDP,113
12318,KIUL,ASN,112
12318,KIUL,KOAA,99
12318,JAJ,JSME,110
12318,JAJ,MDP,113
12318,JAJ,ASN,112
12318,JAJ,KOAA,99
12318,JSME,MDP,113
12318,JSME,ASN,112
12318,JSME,KOAA,99
12318,MDP,ASN,112
12318,MDP,KOAA,99
12318,ASN,KOAA,99
12319,KOAA,DGR,8
12319,KOAA,ASN,12
12319,KOAA,DHN,5
12319,KOAA,GAYA,11
12319,KOAA,DDU,20
12319,KOAA,PRYJ,34
12319,KOAA,CNB,69
12319,KOAA,CPA,63
12319,KOAA,KJN,86
12319,KOAA,FBD,89
12319,KOAA,KSJ,98
12319,KOAA,HTC,105
12319,KOAA,MTJ,71
12319,KOAA,AGC,78
12319,KOAA,DHO,53
12319,KOAA,MRA,55
12319,KOAA,GWL,24
12319,DGR,ASN,12
12319,DGR,DHN,5
12319,DGR,GAYA,11
12319,DGR,DDU,20
12319,DGR,PRYJ,34
12319,DGR,CNB,69
12319,DGR,CPA,63
12319,DGR,KJN,86
12319,DGR,FBD,89
12319,DGR,KSJ,98
12319,DGR,HTC,105
12319,DGR,MTJ,71
12319,DGR,AGC,78
12319,DGR,DHO,53
12319,DGR,MRA,55
12319,DGR,GWL,24
12319,ASN,DHN,5
12319,ASN,GAYA,11
12319,ASN,DDU,20
12319,ASN,PRYJ,34
12319,ASN,CNB,69
12319,ASN,CPA,63
12319,ASN,KJN,86
12319,ASN,FBD,89
12319,ASN,KSJ,98
12319,ASN,HTC,105
12319,ASN,MTJ,71
12319,ASN,AGC,78
12319,ASN,DHO,53
12319,ASN,MRA,55
12319,ASN,GWL,24
12319,DHN,GAYA,11
12319,DHN,DDU,20
12319,DHN,PRYJ,34
12319,DHN,CNB,69
12319,DHN,CPA,63
12319,DHN,KJN,86
12319,DHN,FBD,89
12319,DHN,KSJ,98
12319,DHN,HTC,105
12319,DHN,MTJ,71
12319,DHN,AGC,78
12319,DHN,DHO,53
12319,DHN,MRA,55
12319,DHN,GWL,24
12319,GAYA,DDU,20
12319,GAYA,PRYJ,34
12319,GAYA,CNB,69
12319,GAYA,CPA,63
12319,GAYA,KJN,86
12319,GAYA,FBD,89
12319,GAYA,KSJ,98
12319,GAYA,HTC,105
12319,GAYA,MTJ,71
12319,GAYA,AGC,78
12319,GAYA,DHO,53
12319,GAYA,MRA,55
12319,GAYA,GWL,24
12319,DDU,PRYJ,34
12319,DDU,CNB,69
12319,DDU,CPA,63
12319,DDU,KJN,86
12319,DDU,FBD,89
12319,DDU,KSJ,98
12319,DDU,HTC,105
12319,DDU,MTJ,71
12319,DDU,AGC,78
12319,DDU,DHO,53
12319,DDU,MRA,55
12319,DDU,GWL,24
12319,PRYJ,CNB,69
12319,PRYJ,CPA,63
12319,PRYJ,KJN,86
12319,PRYJ,FBD,89
12319,PRYJ,KSJ,98
12319,PRYJ,HTC,105
12319,PRYJ,MTJ,71
12319,PRYJ,AGC,78
12319,PRYJ,DHO,53
12319,PRYJ,MRA,55
12319,PRYJ,GWL,24
12319,CNB,CPA,63
12319,CNB,KJN,86
12319,CNB,FBD,89
12319,CNB,KSJ,98
12319,CNB,HTC,105
12319,CNB,MTJ,71
12319,CNB,AGC,78
12319,CNB,DHO,53
12319,CNB,MRA,55
12319,CNB,GWL,24
12319,CPA,KJN,86
12319,CPA,FBD,89
12319,CPA,KSJ,98
12319,CPA,HTC,105
12319,CPA,MTJ,71
12319,CPA,AGC,78
12319,CPA,DHO,53
12319,CPA,MRA,55
12319,CPA,GWL,24
12319,KJN,FBD,89
12319,KJN,KSJ,98
12319,KJN,HTC,105
12319,KJN,MTJ,71
12319,KJN,AGC,78
12319,KJN,DHO,53
12319,KJN,MRA,55
12319,KJN,GWL,24
12319,FBD,KSJ,98
12319,FBD,HTC,105
12319,FBD,MTJ,71
12319,FBD,AGC,78
12319,FBD,DHO,53
12319,FBD,MRA,55
12319,FBD,GWL,24
12319,KSJ,HTC,105
12319,KSJ,MTJ,71
12319,KSJ,AGC,78
12319,KSJ,DHO,53
12319,KSJ,MRA,55
12319,KSJ,GWL,24
12319,HTC,MTJ,71
12319,HTC,AGC,78
12319,HTC,DHO,53
12319,HTC,MRA,55
12319,HTC,GWL,24
12319,MTJ,AGC,78
12319,MTJ,DHO,53
12319,MTJ,MRA,55
12319,MTJ,GWL,24
12319,AGC,DHO,53
12319,AGC,MRA,55
12319,AGC,GWL,24
12319,DHO,MRA,55
12319,DHO,GWL,24
12319,MRA,GWL,24
12353,HWH,BWN,15
12353,HWH,DGR,7
12353,HWH,ASN,11
12353,HWH,DHN,5
12353,HWH,GAYA,10
12353,HWH,DOS,22
12353,HWH,SSM,26
12353,HWH,DDU,15
12353,HWH,BSB,18
12353,HWH,MBDP,33
12353,HWH,AME,33
12353,HWH,RBL,33
12353,HWH,LKO,39
12353,HWH,BE,60
12353,HWH,BC,66
12353,HWH,IZN,67
12353,HWH,KHH,74
12353,HWH,LKU,49
12353,BWN,DGR,7
12353,BWN,ASN,11
12353,BWN,DHN,5
12353,BWN,GAYA,10
12353,BWN,DOS,22
12353,BWN,SSM,26
12353,BWN,DDU,15
12353,BWN,BSB,18
12353,BWN,MBDP,33
12353,BWN,AME,33
12353,BWN,RBL,33
12353,BWN,LKO,39
12353,BWN,BE,60
12353,BWN,BC,66
12353,BWN,IZN,67
12353,BWN,KHH,74
12353,BWN,LKU,49
12353,DGR,ASN,11
12353,DGR,DHN,5
12353,DGR,GAYA,10
12353,DGR,DOS,22
12353,DGR,SSM,26
12353,DGR,DDU,15
12353,DGR,BSB,18
12353,DGR,MBDP,33
12353,DGR,AME,33
12353,DGR,RBL,33
12353,DGR,LKO,39
12353,DGR,BE,60
12353,DGR,BC,66
12353,DGR,IZN,67
12353,DGR,KHH,74
12353,DGR,LKU,49
12353,ASN,DHN,5
12353,ASN,GAYA,10
12353,ASN,DOS,22
12353,ASN,SSM,26
12353,ASN,DDU,15
12353,ASN,BSB,18
12353,ASN,MBDP,33
12353,ASN,AME,33
12353,ASN,RBL,33
12353,ASN,LKO,39
12353,ASN,BE,60
12353,ASN,BC,66
12353,ASN,IZN,67
12353,ASN,KHH,74
12353,ASN,LKU,49
12353,DHN,GAYA,10
12353,DHN,DOS,22
12353,DHN,SSM,26
12353,DHN,DDU,15
12353,DHN,BSB,18
12353,DHN,MBDP,33
12353,DHN,AME,33
12353,DHN,RBL,33
12353,DHN,LKO,39
12353,DHN,BE,60
12353,DHN,BC,66
12353,DHN,IZN,67
12353,DHN,KHH,74
12353,DHN,LKU,49
12353,GAYA,DOS,22
12353,GAYA,SSM,26
12353,GAYA,DDU,15
12353,GAYA,BSB,18
12353,GAYA,MBDP,33
12353,GAYA,AME,33
12353,GAYA,RBL,33
12353,GAYA,LKO,39
12353,GAYA,BE,60
12353,GAYA,BC,66
12353,GAYA,IZN,67
12353,GAYA,KHH,74
12353,GAYA,LKU,49
12353,DOS,SSM,26
12353,DOS,DDU,15
12353,DOS,BSB,18
12353,DOS,MBDP,33
12353,DOS,AME,33
12353,DOS,RBL,33
12353,DOS,LKO,39
12353,DOS,BE,60
12353,DOS,BC,66
12353,DOS,IZN,67
12353,DOS,KHH,74
12353,DOS,LKU,49
12353,SSM,DDU,15
12353,SSM,BSB,18
12353,SSM,MBDP,33
12353,SSM,AME,33
12353,SSM,RBL,33
12353,SSM,LKO,39
12353,SSM,BE,60
12353,SSM,BC,66
12353,SSM,IZN,67
12353,SSM,KHH,74
12353,SSM,LKU,49
12353,DDU,BSB,18
12353,DDU,MBDP,33
12353,DDU,AME,33
12353,DDU,RBL,33
12353,DDU,LKO,39
12353,DDU,BE,60
12353,DDU,BC,66
12353,DDU,IZN,67
12353,DDU,KHH,74
12353,DDU,LKU,49
12353,BSB,MBDP,33
12353,BSB,AME,33
12353,BSB,RBL,33
12353,BSB,LKO,39
12353,BSB,BE,60
12353,BSB,BC,66
12353,BSB,IZN,67
12353,BSB,KHH,74
12353,BSB,LKU,49
12353,MBDP,AME,33
12353,MBDP,RBL,33
12353,MBDP,LKO,39
12353,MBDP,BE,60
12353,MBDP,BC,66
12353,MBDP,IZN,67
12353,MBDP,KHH,74
12353,MBDP,LKU,49
12353,AME,RBL,33
12353,AME,LKO,39
12353,AME,BE,60
12353,AME,BC,66
12353,AME,IZN,67
12353,AME,KHH,74
12353,AME,LKU,49
12353,RBL,LKO,39
12353,RBL,BE,60
12353,RBL,BC,66
12353,RBL,IZN,67
12353,RBL,KHH,74
12353,RBL,LKU,49
12353,LKO,BE,60
12353,LKO,BC,66
12353,LKO,IZN,67
12353,LKO,KHH,74
12353,LKO,LKU,49
12353,BE,BC,66
12353,BE,IZN,67
12353,BE,KHH,74
12353,BE,LKU,49
12353,BC,IZN,67
12353,BC,KHH,74
12353,BC,LKU,49
12353,IZN,KHH,74
12353,IZN,LKU,49
12353,KHH,LKU,49
12357,KOAA,ASN,18
12357,KOAA,DHN,16
12357,KOAA,PNME,25
12357,KOAA,GAYA,25
12357,KOAA,SSM,44
12357,KOAA,DDU,39
12357,KOAA,BSB,55
12357,KOAA,LKO,75
12357,KOAA,BE,94
12357,KOAA,MB,105
12357,KOAA,RK,30
12357,KOAA,SRE,90
12357,KOAA,UMB,104
12357,KOAA,LDH,185
12357,KOAA,JUC,188
12357,KOAA,BEAS,188
12357,KOAA,ASR,179
12357,ASN,DHN,16
12357,ASN,PNME,25
12357,ASN,GAYA,25
12357,ASN,SSM,44
12357,ASN,DDU,39
12357,ASN,BSB,55
12357,ASN,LKO,75
12357,ASN,BE,94
12357,ASN,MB,105
12357,ASN,RK,30
12357,ASN,SRE,90
12357,ASN,UMB,104
12357,ASN,LDH,185
12357,ASN,JUC,188
12357,ASN,BEAS,188
12357,ASN,ASR,179
12357,DHN,PNME,25
12357,DHN,GAYA,25
12357,DHN,SSM,44
12357,DHN,DDU,39
12357,DHN,BSB,55
12357,DHN,LKO,75
12357,DHN,BE,94
12357,DHN,MB,105
12357,DHN,RK,30
12357,DHN,SRE,90
12357,DHN,UMB,104
12357,DHN,LDH,185
12357,DHN,JUC,188
12357,DHN,BEAS,188
12357,DHN,ASR,179
12357,PNME,GAYA,25
12357,PNME,SSM,44
12357,PNME,DDU,39
12357,PNME,BSB,55
12357,PNME,LKO,75
12357,PNME,BE,94
12357,PNME,MB,105
12357,PNME,RK,30
12357,PNME,SRE,90
12357,PNME,UMB,104
12357,PNME,LDH,185
12357,PNME,JUC,188
12357,PNME,BEAS,188
12357,PNME,ASR,179
12357,GAYA,SSM,44
12357,GAYA,DDU,39
12357,GAYA,BSB,55
12357,GAYA,LKO,75
12357,GAYA,BE,94
12357,GAYA,MB,105
12357,GAYA,RK,30
12357,GAYA,SRE,90
12357,GAYA,UMB,104
12357,GAYA,LDH,185
12357,GAYA,JUC,188
12357,GAYA,BEAS,188
12357,GAYA,ASR,179
12357,SSM,DDU,39
12357,SSM,BSB,55
12357,SSM,LKO,75
12357,SSM,BE,94
12357,SSM,MB,105
12357,SSM,RK,30
12357,SSM,SRE,90
12357,SSM,UMB,104
12357,SSM,LDH,185
12357,SSM,JUC,188
12357,SSM,BEAS,188
12357,SSM,ASR,179
12357,DDU,BSB,55
12357,DDU,LKO,75
12357,DDU,BE,94
12357,DDU,MB,105
12357,DDU,RK,30
12357,DDU,SRE,90
12357,DDU,UMB,104
12357,DDU,LDH,185
12357,DDU,JUC,188
12357,DDU,BEAS,188
12357,DDU,ASR,179
12357,BSB,LKO,75
12357,BSB,BE,94
12357,BSB,MB,105
12357,BSB,RK,30
12357,BSB,SRE,90
12357,BSB,UMB,104
12357,BSB,LDH,185
12357,BSB,JUC,188
12357,BSB,BEAS,188
12357,BSB,ASR,179
12357,LKO,BE,94
12357,LKO,MB,105
12357,LKO,RK,30
12357,LKO,SRE,90
12357,LKO,UMB,104
12357,LKO,LDH,185
12357,LKO,JUC,188
12357,LKO,BEAS,188
12357,LKO,ASR,179
12357,BE,MB,105
12357,BE,RK,30
12357,BE,SRE,90
12357,BE,UMB,104
12357,BE,LDH,185
12357,BE,JUC,188
12357,BE,BEAS,188
12357,BE,ASR,179
12357,MB,RK,30
12357,MB,SRE,90
12357,MB,UMB,104
12357,MB,LDH,185
12357,MB,JUC,188
12357,MB,BEAS,188
12357,MB,ASR,179
12357,RK,SRE,90
12357,RK,UMB,104
12357,RK,LDH,185
12357,RK,JUC,188
12357,RK,BEAS,188
12357,RK,ASR,179
12357,SRE,UMB,104
12357,SRE,LDH,185
12357,SRE,JUC,188
12357,SRE,BEAS,188
12357,SRE,ASR,179
12357,UMB,LDH,185
12357,UMB,JUC,188
12357,UMB,BEAS,188
12357,UMB,ASR,179
12357,LDH,JUC,188
12357,LDH,BEAS,188
12357,LDH,ASR,179
12357,JUC,BEAS,188
12357,JUC,ASR,179
12357,BEAS,ASR,179
12358,ASR,BEAS,19
12358,ASR,JUC,13
12358,ASR,LDH,17
12358,ASR,UMB,57
12358,ASR,SRE,58
12358,ASR,RK,7
12358,ASR,MB,58
12358,ASR,BE,83
12358,ASR,LKO,95
12358,ASR,BSB,122
12358,ASR,DDU,103
12358,ASR,SSM,115
12358,ASR,GAYA,127
12358,ASR,PNME,139
12358,ASR,DHN,133
12358,ASR,ASN,140
12358,ASR,KOAA,138
12358,BEAS,JUC,13
12358,BEAS,LDH,17
12358,BEAS,UMB,57
12358,BEAS,SRE,58
12358,BEAS,RK,7
12358,BEAS,MB,58
12358,BEAS,BE,83
12358,BEAS,LKO,95
12358,BEAS,BSB,122
12358,BEAS,DDU,103
12358,BEAS,SSM,115
12358,BEAS,GAYA,127
12358,BEAS,PNME,139
12358,BEAS,DHN,133
12358,BEAS,ASN,140
12358,BEAS,KOAA,138
12358,JUC,LDH,17
12358,JUC,UMB,57
12358,JUC,SRE,58
12358,JUC,RK,7
12358,JUC,MB,58
12358,JUC,BE,83
12358,JUC,LKO,95
12358,JUC,BSB,122
12358,JUC,DDU,103
12358,JUC,SSM,115
12358,JUC,GAYA,127
12358,JUC,PNME,139
12358,JUC,DHN,133
12358,JUC,ASN,140
12358,JUC,KOAA,138
12358,LDH,UMB,57
12358,LDH,SRE,58
12358,LDH,RK,7
12358,LDH,MB,58
12358,LDH,BE,83
12358,LDH,LKO,95
12358,LDH,BSB,122
12358,LDH,DDU,103
12358,LDH,SSM,115
12358,LDH,GAYA,127
12358,LDH,PNME,139
12358,LDH,DHN,133
12358,LDH,ASN,140
12358,LDH,KOAA,138
12358,UMB,SRE,58
12358,UMB,RK,7
12358,UMB,MB,58
12358,UMB,BE,83
12358,UMB,LKO,95
12358,UMB,BSB,122
12358,UMB,DDU,103
12358,UMB,SSM,115
12358,UMB,GAYA,127
12358,UMB,PNME,139
12358,UMB,DHN,133
12358,UMB,ASN,140
12358,UMB,KOAA,138
12358,SRE,RK,7
12358,SRE,MB,58
12358,SRE,BE,83
12358,SRE,LKO,95
12358,SRE,BSB,122
12358,SRE,DDU,103
12358,SRE,SSM,115
12358,SRE,GAYA,127
12358,SRE,PNME,139
12358,SRE,DHN,133
12358,SRE,ASN,140
12358,SRE,KOAA,138
12358,RK,MB,58
12358,RK,BE,83
12358,RK,LKO,95
12358,RK,BSB,122
12358,RK,DDU,103
12358,RK,SSM,115
12358,RK,GAYA,127
12358,RK,PNME,139
12358,RK,DHN,133
12358,RK,ASN,140
12358,RK,KOAA,138
12358,MB,BE,83
12358,MB,LKO,95
12358,MB,BSB,122
12358,MB,DDU,103
12358,MB,SSM,115
12358,MB,GAYA,127
12358,MB,PNME,139
12358,MB,DHN,133
12358,MB,ASN,140
12358,MB,KOAA,138
12358,BE,LKO,95
12358,BE,BSB,122
12358,BE,DDU,103
12358,BE,SSM,115
12358,BE,GAYA,127
12358,BE,PNME,139
12358,BE,DHN,133
12358,BE,ASN,140
12358,BE,KOAA,138
12358,LKO,BSB,122
12358,LKO,DDU,103
12358,LKO,SSM,115
12358,LKO,GAYA,127
12358,LKO,PNME,139
12358,LKO,DHN,133
12358,LKO,ASN,140
12358,LKO,KOAA,138
12358,BSB,DDU,103
12358,BSB,SSM,115
12358,BSB,GAYA,127
12358,BSB,PNME,139
12358,BSB,DHN,133
12358,BSB,ASN,140
12358,BSB,KOAA,138
12358,DDU,SSM,115
12358,DDU,GAYA,127
12358,DDU,PNME,139
12358,DDU,DHN,133
12358,DDU,ASN,140
12358,DDU,KOAA,138
12358,SSM,GAYA,127
12358,SSM,PNME,139
12358,SSM,DHN,133
12358,SSM,ASN,140
12358,SSM,KOAA,138
12358,GAYA,PNME,139
12358,GAYA,DHN,133
12358,GAYA,ASN,140
12358,GAYA,KOAA,138
12358,PNME,DHN,133
12358,PNME,ASN,140
12358,PNME,KOAA,138
12358,DHN,ASN,140
12358,DHN,KOAA,138
12358,ASN,KOAA,138
12368,ANVT,CNB,41
12368,ANVT,PRYJ,138
12368,ANVT,DDU,41
12368,ANVT,BXR,51
12368,ANVT,ARA,59
12368,ANVT,PNBE,74
12368,ANVT,PNC,80
12368,ANVT,FUT,89
12368,ANVT,KOO,92
12368,ANVT,BKP,93
12368,ANVT,BARH,100
12368,ANVT,MKA,105
12368,ANVT,HTZ,109
12368,ANVT,BRYA,109
12368,ANVT,LKR,101
12368,ANVT,KIUL,69
12368,ANVT,KJH,71
12368,ANVT,AHA,71
12368,ANVT,DRH,70
12368,ANVT,JMP,74
12368,ANVT,BUP,78
12368,ANVT,SGG,72
12368,ANVT,BGP,58
12368,CNB,PRYJ,138
12368,CNB,DDU,41
12368,CNB,BXR,51
12368,CNB,ARA,59
12368,CNB,PNBE,74
12368,CNB,PNC,80
12368,CNB,FUT,89
12368,CNB,KOO,92
12368,CNB,BKP,93
12368,CNB,BARH,100
12368,CNB,MKA,105
12368,CNB,HTZ,109
12368,CNB,BRYA,109
12368,CNB,LKR,101
12368,CNB,KIUL,69
12368,CNB,KJH,71
12368,CNB,AHA,71
12368,CNB,DRH,70
12368,CNB,JMP,74
12368,CNB,BUP,78
12368,CNB,SGG,72
12368,CNB,BGP,58
12368,PRYJ,DDU,41
12368,PRYJ,BXR,51
12368,PRYJ,ARA,59
12368,PRYJ,PNBE,74
12368,PRYJ,PNC,80
12368,PRYJ,FUT,89
12368,PRYJ,KOO,92
12368,PRYJ,BKP,93
12368,PRYJ,BARH,100
12368,PRYJ,MKA,105
12368,PRYJ,HTZ,109
12368,PRYJ,BRYA,109
12368,PRYJ,LKR,101
12368,PRYJ,KIUL,69
12368,PRYJ,KJH,71
12368,PRYJ,AHA,71
12368,PRYJ,DRH,70
12368,PRYJ,JMP,74
12368,PRYJ,BUP,78
12368,PRYJ,SGG,72
12368,PRYJ,BGP,58
12368,DDU,BXR,51
12368,DDU,ARA,59
12368,DDU,PNBE,74
12368,DDU,PNC,80
12368,DDU,FUT,89
12368,DDU,KOO,92
12368,DDU,BKP,93
12368,DDU,BARH,100
12368,DDU,MKA,105
12368,DDU,HTZ,109
12368,DDU,BRYA,109
12368,DDU,LKR,101
12368,DDU,KIUL,69
12368,DDU,KJH,71
12368,DDU,AHA,71
12368,DDU,DRH,70
12368,DDU,JMP,74
12368,DDU,BUP,78
12368,DDU,SGG,72
12368,DDU,BGP,58
12368,BXR,ARA,59
12368,BXR,PNBE,74
12368,BXR,PNC,80
12368,BXR,FUT,89
12368,BXR,KOO,92
12368,BXR,BKP,93
12368,BXR,BARH,100
12368,BXR,MKA,105
12368,BXR,HTZ,109
12368,BXR,BRYA,109
12368,BXR,LKR,101
12368,BXR,KIUL,69
12368,BXR,KJH,71
12368,BXR,AHA,71
12368,BXR,DRH,70
12368,BXR,JMP,74
12368,BXR,BUP,78
12368,BXR,SGG,72
12368,BXR,BGP,58
12368,ARA,PNBE,74
12368,ARA,PNC,80
12368,ARA,FUT,89
12368,ARA,KOO,92
12368,ARA,BKP,93
12368,ARA,BARH,100
12368,ARA,MKA,105
12368,ARA,HTZ,109
12368,ARA,BRYA,109
12368,ARA,LKR,101
12368,ARA,KIUL,69
12368,ARA,KJH,71
12368,ARA,AHA,71
12368,ARA,DRH,70
12368,ARA,JMP,74
12368,ARA,BUP,78
12368,ARA,SGG,72
12368,ARA,BGP,58
12368,PNBE,PNC,80
12368,PNBE,FUT,89
12368,PNBE,KOO,92
12368,PNBE,BKP,93
