category,page_number,from_station,to_station,coach,berth_no,berth_type,cabin,cabin_no
THIRD AC (3A),15,MOKAMEH JN (MKA),JAMUI (JMU),B3,43,Upper Berth,,6
THIRD AC (3A),16,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),16,JAMTARA (JMT),CHITTARANJAN (CRJ),B4,27,Upper Berth,,4
THIRD AC (3A),16,KIUL JN (KIUL),JASIDIH JN (JSME),B4,66,Middle Berth,,9
THIRD AC (3A),16,ASANSOL JN (ASN),HOWRAH JN (HWH),B3,66,Middle Berth,,9
THIRD AC (3A),16,JAMUI (JMU),JASIDIH JN (JSME),B3,7,Side Lower Berth,,1
THIRD AC (3A),16,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),B4,23,Side Lower Berth,,3
THIRD AC (3A),16,KIUL JN (KIUL),JASIDIH JN (JSME),B3,49,Lower Berth,,7
THIRD AC (3A),16,KIUL JN (KIUL),JASIDIH JN (JSME),B3,50,Middle Berth,,7
THIRD AC (3A),16,KIUL JN (KIUL),JASIDIH JN (JSME),B3,51,Upper Berth,,7
THIRD AC (3A),16,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),B3,32,Side Upper Berth,,4
THIRD AC (3A),16,BUXAR (BXR),PATNA JN (PNBE),B2,8,Side Upper Berth,,1
THIRD AC (3A),17,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),17,JHAJHA (JAJ),JASIDIH JN (JSME),B2,67,Upper Berth,,9
THIRD AC (3A),17,MOKAMEH JN (MKA),JASIDIH JN (JSME),B2,65,Lower Berth,,9
THIRD AC (3A),17,PATNA JN (PNBE),JAMUI (JMU),B3,17,Lower Berth,,3
THIRD AC (3A),17,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),B3,36,Lower Berth,,5
THIRD AC (3A),17,PATNA JN (PNBE),KIUL JN (KIUL),B3,19,Upper Berth,,3
THIRD AC (3A),17,JHAJHA (JAJ),JASIDIH JN (JSME),B2,60,Lower Berth,,8
THIRD AC (3A),17,PATNA JN (PNBE),KIUL JN (KIUL),B3,23,Side Lower Berth,,3
THIRD AC (3A),17,JAMTARA (JMT),CHITTARANJAN (CRJ),B4,7,Side Lower Berth,,1
THIRD AC (3A),17,BUXAR (BXR),DANAPUR (DNR),B3,65,Lower Berth,,9
THIRD AC (3A),17,DANAPUR (DNR),PATNA JN (PNBE),B2,35,Upper Berth,,5
THIRD AC (3A),18,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),18,BUXAR (BXR),PATNA JN (PNBE),B2,14,Upper Berth,,2
THIRD AC (3A),18,DANAPUR (DNR),PATNA JN (PNBE),B2,33,Lower Berth,,5
THIRD AC (3A),18,JASIDIH JN (JSME),CHITTARANJAN (CRJ),B3,29,Middle Berth,,4
THIRD AC (3A),18,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),B2,31,Side Lower Berth,,4
THIRD AC (3A),18,BARH (BARH),JASIDIH JN (JSME),B2,70,Upper Berth,,9
THIRD AC (3A),18,BARH (BARH),JASIDIH JN (JSME),B2,69,Middle Berth,,9
THIRD AC (3A),18,ARA JN (ARA),PATNA JN (PNBE),B2,27,Upper Berth,,4
THIRD AC (3A),18,MOKAMEH JN (MKA),JASIDIH JN (JSME),B2,66,Middle Berth,,9
THIRD AC (3A),18,BUXAR (BXR),PATNA JN (PNBE),B2,25,Lower Berth,,4
THIRD AC (3A),18,JHAJHA (JAJ),JASIDIH JN (JSME),B2,64,Side Upper Berth,,8
THIRD AC (3A),19,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),19,PATNA JN (PNBE),JAMUI (JMU),B3,18,Middle Berth,,3
THIRD AC (3A),19,JHAJHA (JAJ),JASIDIH JN (JSME),B2,61,Middle Berth,,8
THIRD AC (3A),19,DURGAPUR (DGR),HOWRAH JN (HWH),B4,9,Lower Berth,,2
THIRD AC (3A),19,BARH (BARH),JASIDIH JN (JSME),B3,3,Upper Berth,,1
THIRD AC (3A),19,KIUL JN (KIUL),JAMUI (JMU),B3,44,Lower Berth,,6
THIRD AC (3A),19,KIUL JN (KIUL),JASIDIH JN (JSME),B3,45,Middle Berth,,6
THIRD AC (3A),19,ARA JN (ARA),PATNA JN (PNBE),B2,15,Side Lower Berth,,2
THIRD AC (3A),19,DURGAPUR (DGR),HOWRAH JN (HWH),B1,71,Side Lower Berth,,9
THIRD AC (3A),19,BUXAR (BXR),PATNA JN (PNBE),B2,13,Middle Berth,,2
THIRD AC (3A),19,JASIDIH JN (JSME),CHITTARANJAN (CRJ),B3,28,Lower Berth,,4
THIRD AC (3A),20,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),20,ARA JN (ARA),PATNA JN (PNBE),B2,30,Upper Berth,,4
THIRD AC (3A),20,ARA JN (ARA),PATNA JN (PNBE),B2,29,Middle Berth,,4
THIRD AC (3A),20,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),B1,25,Lower Berth,,4
THIRD AC (3A),20,BUXAR (BXR),PATNA JN (PNBE),B2,7,Side Lower Berth,,1
THIRD AC (3A),20,BUXAR (BXR),PATNA JN (PNBE),B2,4,Lower Berth,,1
THIRD AC (3A),20,JAMUI (JMU),JHAJHA (JAJ),B1,57,Lower Berth,,8
THIRD AC (3A),20,JHAJHA (JAJ),JASIDIH JN (JSME),B2,59,Upper Berth,,8
THIRD AC (3A),20,JHAJHA (JAJ),JASIDIH JN (JSME),B2,58,Middle Berth,,8
THIRD AC (3A),20,JHAJHA (JAJ),JASIDIH JN (JSME),B2,57,Lower Berth,,8
THIRD AC (3A),20,KANPUR CENTRAL (CNB),PRAYAGRAJ JN. (PRYJ),B3,25,Lower Berth,,4
THIRD AC (3A),21,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),21,DURGAPUR (DGR),HOWRAH JN (HWH),B1,72,Side Upper Berth,,9
THIRD AC (3A),21,JAMUI (JMU),JASIDIH JN (JSME),B2,72,Side Upper Berth,,9
THIRD AC (3A),21,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),B1,28,Lower Berth,,4
THIRD AC (3A),21,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),B1,65,Lower Berth,,9
THIRD AC (3A),21,JAMUI (JMU),JHAJHA (JAJ),B2,9,Lower Berth,,2
THIRD AC (3A),21,PATNA JN (PNBE),BAKHTIYARPUR JN (BKP),B1,5,Middle Berth,,1
THIRD AC (3A),21,DURGAPUR (DGR),HOWRAH JN (HWH),B1,24,Side Upper Berth,,3
THIRD AC (3A),21,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),B1,1,Lower Berth,,1
THIRD AC (3A),21,DURGAPUR (DGR),HOWRAH JN (HWH),B1,22,Upper Berth,,3
THIRD AC (3A),21,KANPUR CENTRAL (CNB),ARA JN (ARA),B1,1,Lower Berth,,1
THIRD AC (3A),22,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),22,BUXAR (BXR),ARA JN (ARA),B1,60,Lower Berth,,8
THIRD AC (3A),22,DURGAPUR (DGR),HOWRAH JN (HWH),B1,39,Side Lower Berth,,5
THIRD AC (3A),22,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),B1,38,Upper Berth,,5
THIRD AC (3A),22,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),B1,37,Middle Berth,,5
THIRD AC (3A),22,DURGAPUR (DGR),HOWRAH JN (HWH),B1,16,Side Upper Berth,,2
THIRD AC (3A),22,BUXAR (BXR),PATNA JN (PNBE),B2,36,Lower Berth,,5
THIRD AC (3A),22,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),B1,32,Side Upper Berth,,4
THIRD AC (3A),22,DURGAPUR (DGR),HOWRAH JN (HWH),B1,31,Side Lower Berth,,4
THIRD AC (3A),22,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),B1,30,Upper Berth,,4
THIRD AC (3A),22,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),B1,29,Middle Berth,,4
THIRD AC (3A),23,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
THIRD AC (3A),23,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),B1,8,Side Upper Berth,,1
THIRD AC (3A),23,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),B1,27,Upper Berth,,4
THIRD AC (3A),23,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),B1,26,Middle Berth,,4
SLEEPER CLASS (SL),1,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),1,ALIGARH JN (ALJN),ETAWAH JN (ETW),S1,6,Upper Berth,,1
SLEEPER CLASS (SL),1,ALIGARH JN (ALJN),TUNDLA JN (TDL),S1,11,Upper Berth,,2
SLEEPER CLASS (SL),1,ALIGARH JN (ALJN),TUNDLA JN (TDL),S1,60,Lower Berth,,8
SLEEPER CLASS (SL),1,ALIGARH JN (ALJN),KANPUR CENTRAL (CNB),S2,4,Lower Berth,,1
SLEEPER CLASS (SL),1,ALIGARH JN (ALJN),KANPUR CENTRAL (CNB),S2,3,Upper Berth,,1
SLEEPER CLASS (SL),1,ALIGARH JN (ALJN),ETAWAH JN (ETW),S3,15,Side Lower Berth,,2
SLEEPER CLASS (SL),1,ALIGARH JN (ALJN),KANPUR CENTRAL (CNB),S2,10,Middle Berth,,2
SLEEPER CLASS (SL),1,ALIGARH JN (ALJN),KANPUR CENTRAL (CNB),S2,9,Lower Berth,,2
SLEEPER CLASS (SL),1,ETAWAH JN (ETW),KANPUR CENTRAL (CNB),S2,7,Side Lower Berth,,1
SLEEPER CLASS (SL),1,ALIGARH JN (ALJN),KANPUR CENTRAL (CNB),S2,1,Lower Berth,,1
SLEEPER CLASS (SL),2,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),2,ALIGARH JN (ALJN),KANPUR CENTRAL (CNB),S1,73,Lower Berth,,10
SLEEPER CLASS (SL),2,ALIGARH JN (ALJN),ETAWAH JN (ETW),S3,16,Side Upper Berth,,2
SLEEPER CLASS (SL),2,ALIGARH JN (ALJN),KANPUR CENTRAL (CNB),S2,2,Middle Berth,,1
SLEEPER CLASS (SL),2,ALIGARH JN (ALJN),ETAWAH JN (ETW),S3,29,Middle Berth,,4
SLEEPER CLASS (SL),2,ALIGARH JN (ALJN),ETAWAH JN (ETW),S3,26,Middle Berth,,4
SLEEPER CLASS (SL),2,ALIGARH JN (ALJN),KANPUR CENTRAL (CNB),S3,73,Lower Berth,,10
SLEEPER CLASS (SL),2,ALIGARH JN (ALJN),ETAWAH JN (ETW),S3,27,Upper Berth,,4
SLEEPER CLASS (SL),2,ALIGARH JN (ALJN),KANPUR CENTRAL (CNB),S3,43,Upper Berth,,6
SLEEPER CLASS (SL),2,ALIGARH JN (ALJN),ETAWAH JN (ETW),S4,74,Middle Berth,,10
SLEEPER CLASS (SL),2,ALIGARH JN (ALJN),ETAWAH JN (ETW),S4,75,Upper Berth,,10
SLEEPER CLASS (SL),3,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),3,ALIGARH JN (ALJN),TUNDLA JN (TDL),S5,16,Side Upper Berth,,2
SLEEPER CLASS (SL),3,ALIGARH JN (ALJN),ETAWAH JN (ETW),S3,28,Lower Berth,,4
SLEEPER CLASS (SL),3,TUNDLA JN (TDL),ETAWAH JN (ETW),S3,25,Lower Berth,,4
SLEEPER CLASS (SL),3,ETAWAH JN (ETW),KANPUR CENTRAL (CNB),S6,38,Upper Berth,,5
SLEEPER CLASS (SL),3,ETAWAH JN (ETW),KANPUR CENTRAL (CNB),S6,41,Lower Berth,,6
SLEEPER CLASS (SL),3,ALIGARH JN (ALJN),KANPUR CENTRAL (CNB),S4,76,Lower Berth,,10
SLEEPER CLASS (SL),3,ALIGARH JN (ALJN),ETAWAH JN (ETW),S5,62,Upper Berth,,8
SLEEPER CLASS (SL),3,ALIGARH JN (ALJN),TUNDLA JN (TDL),S3,68,Lower Berth,,9
SLEEPER CLASS (SL),3,ALIGARH JN (ALJN),TUNDLA JN (TDL),S6,62,Upper Berth,,8
SLEEPER CLASS (SL),3,ALIGARH JN (ALJN),ETAWAH JN (ETW),S5,61,Middle Berth,,8
SLEEPER CLASS (SL),4,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),4,ALIGARH JN (ALJN),TUNDLA JN (TDL),S5,15,Side Lower Berth,,2
SLEEPER CLASS (SL),4,ALIGARH JN (ALJN),ETAWAH JN (ETW),S6,60,Lower Berth,,8
SLEEPER CLASS (SL),4,JASIDIH JN (JSME),JAMTARA (JMT),S6,70,Upper Berth,,9
SLEEPER CLASS (SL),4,ASANSOL JN (ASN),HOWRAH JN (HWH),S6,80,Side Upper Berth,,10
SLEEPER CLASS (SL),4,BUXAR (BXR),DANAPUR (DNR),S6,52,Lower Berth,,7
SLEEPER CLASS (SL),4,JHAJHA (JAJ),JASIDIH JN (JSME),S6,50,Middle Berth,,7
SLEEPER CLASS (SL),4,KIUL JN (KIUL),JASIDIH JN (JSME),S6,69,Middle Berth,,9
SLEEPER CLASS (SL),4,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S5,75,Upper Berth,,10
SLEEPER CLASS (SL),4,MADHUPUR JN (MDP),HOWRAH JN (HWH),S6,10,Middle Berth,,2
SLEEPER CLASS (SL),4,JHAJHA (JAJ),JASIDIH JN (JSME),S6,49,Lower Berth,,7
SLEEPER CLASS (SL),5,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),5,DURGAPUR (DGR),HOWRAH JN (HWH),S6,38,Upper Berth,,5
SLEEPER CLASS (SL),5,BUXAR (BXR),DANAPUR (DNR),S6,57,Lower Berth,,8
SLEEPER CLASS (SL),5,JHAJHA (JAJ),HOWRAH JN (HWH),S6,73,Lower Berth,,10
SLEEPER CLASS (SL),5,MADHUPUR JN (MDP),HOWRAH JN (HWH),S5,35,Upper Berth,,5
SLEEPER CLASS (SL),5,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S5,77,Middle Berth,,10
SLEEPER CLASS (SL),5,MADHUPUR JN (MDP),HOWRAH JN (HWH),S6,9,Lower Berth,,2
SLEEPER CLASS (SL),5,DURGAPUR (DGR),HOWRAH JN (HWH),S5,60,Lower Berth,,8
SLEEPER CLASS (SL),5,ASANSOL JN (ASN),HOWRAH JN (HWH),S6,46,Upper Berth,,6
SLEEPER CLASS (SL),5,KIUL JN (KIUL),HOWRAH JN (HWH),S6,65,Lower Berth,,9
SLEEPER CLASS (SL),5,JAMUI (JMU),JASIDIH JN (JSME),S6,20,Lower Berth,,3
SLEEPER CLASS (SL),6,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),6,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S6,17,Lower Berth,,3
SLEEPER CLASS (SL),6,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S6,72,Side Upper Berth,,9
SLEEPER CLASS (SL),6,PATNA JN (PNBE),JAMUI (JMU),S5,15,Side Lower Berth,,2
SLEEPER CLASS (SL),6,JHAJHA (JAJ),ASANSOL JN (ASN),S5,38,Upper Berth,,5
SLEEPER CLASS (SL),6,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S5,40,Side Upper Berth,,5
SLEEPER CLASS (SL),6,ASANSOL JN (ASN),HOWRAH JN (HWH),S6,45,Middle Berth,,6
SLEEPER CLASS (SL),6,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S5,47,Side Lower Berth,,6
SLEEPER CLASS (SL),6,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S6,78,Upper Berth,,10
SLEEPER CLASS (SL),6,JAMUI (JMU),JASIDIH JN (JSME),S5,70,Upper Berth,,9
SLEEPER CLASS (SL),6,JHAJHA (JAJ),HOWRAH JN (HWH),S6,76,Lower Berth,,10
SLEEPER CLASS (SL),7,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),7,JHAJHA (JAJ),MADHUPUR JN (MDP),S6,53,Middle Berth,,7
SLEEPER CLASS (SL),7,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,2,Middle Berth,,1
SLEEPER CLASS (SL),7,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,60,Lower Berth,,8
SLEEPER CLASS (SL),7,BUXAR (BXR),DANAPUR (DNR),S6,68,Lower Berth,,9
SLEEPER CLASS (SL),7,DURGAPUR (DGR),HOWRAH JN (HWH),S5,19,Upper Berth,,3
SLEEPER CLASS (SL),7,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S5,1,Lower Berth,,1
SLEEPER CLASS (SL),7,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S6,24,Side Upper Berth,,3
SLEEPER CLASS (SL),7,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S6,23,Side Lower Berth,,3
SLEEPER CLASS (SL),7,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S6,22,Upper Berth,,3
SLEEPER CLASS (SL),7,JHAJHA (JAJ),JASIDIH JN (JSME),S6,61,Middle Berth,,8
SLEEPER CLASS (SL),8,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),8,ASANSOL JN (ASN),HOWRAH JN (HWH),S5,27,Upper Berth,,4
SLEEPER CLASS (SL),8,JHAJHA (JAJ),JASIDIH JN (JSME),S6,59,Upper Berth,,8
SLEEPER CLASS (SL),8,PATNA JN (PNBE),BAKHTIYARPUR JN (BKP),S6,58,Middle Berth,,8
SLEEPER CLASS (SL),8,ASANSOL JN (ASN),HOWRAH JN (HWH),S5,30,Upper Berth,,4
SLEEPER CLASS (SL),8,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S5,51,Upper Berth,,7
SLEEPER CLASS (SL),8,MADHUPUR JN (MDP),JAMTARA (JMT),S5,33,Lower Berth,,5
SLEEPER CLASS (SL),8,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S5,74,Middle Berth,,10
SLEEPER CLASS (SL),8,BUXAR (BXR),PATNA JN (PNBE),S3,65,Lower Berth,,9
SLEEPER CLASS (SL),8,JHAJHA (JAJ),JASIDIH JN (JSME),S6,51,Upper Berth,,7
SLEEPER CLASS (SL),8,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S3,67,Upper Berth,,9
SLEEPER CLASS (SL),9,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),9,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S3,48,Side Upper Berth,,6
SLEEPER CLASS (SL),9,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S5,78,Upper Berth,,10
SLEEPER CLASS (SL),9,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S4,77,Middle Berth,,10
SLEEPER CLASS (SL),9,MADHUPUR JN (MDP),JAMTARA (JMT),S5,22,Upper Berth,,3
SLEEPER CLASS (SL),9,JAMUI (JMU),JASIDIH JN (JSME),S6,4,Lower Berth,,1
SLEEPER CLASS (SL),9,JAMUI (JMU),JASIDIH JN (JSME),S6,3,Upper Berth,,1
SLEEPER CLASS (SL),9,KIUL JN (KIUL),JASIDIH JN (JSME),S5,65,Lower Berth,,9
SLEEPER CLASS (SL),9,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S3,77,Middle Berth,,10
SLEEPER CLASS (SL),9,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S6,19,Upper Berth,,3
SLEEPER CLASS (SL),9,ARA JN (ARA),JAMUI (JMU),S5,10,Middle Berth,,2
SLEEPER CLASS (SL),10,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),10,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S5,31,Side Lower Berth,,4
SLEEPER CLASS (SL),10,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S5,72,Side Upper Berth,,9
SLEEPER CLASS (SL),10,JASIDIH JN (JSME),MADHUPUR JN (MDP),S4,64,Side Upper Berth,,8
SLEEPER CLASS (SL),10,MADHUPUR JN (MDP),CHITTARANJAN (CRJ),S5,34,Middle Berth,,5
SLEEPER CLASS (SL),10,MADHUPUR JN (MDP),HOWRAH JN (HWH),S5,36,Lower Berth,,5
SLEEPER CLASS (SL),10,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S3,65,Lower Berth,,9
SLEEPER CLASS (SL),10,KIUL JN (KIUL),MADHUPUR JN (MDP),S4,76,Lower Berth,,10
SLEEPER CLASS (SL),10,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,57,Lower Berth,,8
SLEEPER CLASS (SL),10,JASIDIH JN (JSME),MADHUPUR JN (MDP),S3,68,Lower Berth,,9
SLEEPER CLASS (SL),10,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S5,2,Middle Berth,,1
SLEEPER CLASS (SL),11,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),11,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S5,3,Upper Berth,,1
SLEEPER CLASS (SL),11,DURGAPUR (DGR),HOWRAH JN (HWH),S5,23,Side Lower Berth,,3
SLEEPER CLASS (SL),11,DURGAPUR (DGR),HOWRAH JN (HWH),S5,24,Side Upper Berth,,3
SLEEPER CLASS (SL),11,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S6,21,Middle Berth,,3
SLEEPER CLASS (SL),11,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S3,73,Lower Berth,,10
SLEEPER CLASS (SL),11,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S5,48,Side Upper Berth,,6
SLEEPER CLASS (SL),11,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S6,18,Middle Berth,,3
SLEEPER CLASS (SL),11,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S4,67,Upper Berth,,9
SLEEPER CLASS (SL),11,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S4,66,Middle Berth,,9
SLEEPER CLASS (SL),11,ARA JN (ARA),PATNA JN (PNBE),S5,12,Lower Berth,,2
SLEEPER CLASS (SL),12,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),12,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S4,4,Lower Berth,,1
SLEEPER CLASS (SL),12,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,3,Upper Berth,,1
SLEEPER CLASS (SL),12,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S3,5,Middle Berth,,1
SLEEPER CLASS (SL),12,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S3,46,Upper Berth,,6
SLEEPER CLASS (SL),12,KIUL JN (KIUL),JAMUI (JMU),S3,26,Middle Berth,,4
SLEEPER CLASS (SL),12,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S3,69,Middle Berth,,9
SLEEPER CLASS (SL),12,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S3,70,Upper Berth,,9
SLEEPER CLASS (SL),12,KIUL JN (KIUL),JHAJHA (JAJ),S3,29,Middle Berth,,4
SLEEPER CLASS (SL),12,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S5,4,Lower Berth,,1
SLEEPER CLASS (SL),12,JAMUI (JMU),JASIDIH JN (JSME),S5,5,Middle Berth,,1
SLEEPER CLASS (SL),13,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),13,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S5,46,Upper Berth,,6
SLEEPER CLASS (SL),13,CHITTARANJAN (CRJ),ASANSOL JN (ASN),S3,57,Lower Berth,,8
SLEEPER CLASS (SL),13,BARH (BARH),MADHUPUR JN (MDP),S5,28,Lower Berth,,4
SLEEPER CLASS (SL),13,JAMUI (JMU),JASIDIH JN (JSME),S5,69,Middle Berth,,9
SLEEPER CLASS (SL),13,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S4,7,Side Lower Berth,,1
SLEEPER CLASS (SL),13,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S4,6,Upper Berth,,1
SLEEPER CLASS (SL),13,BUXAR (BXR),ARA JN (ARA),S4,65,Lower Berth,,9
SLEEPER CLASS (SL),13,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S3,64,Side Upper Berth,,8
SLEEPER CLASS (SL),13,BUXAR (BXR),JASIDIH JN (JSME),S2,41,Lower Berth,,6
SLEEPER CLASS (SL),13,ASANSOL JN (ASN),HOWRAH JN (HWH),S4,1,Lower Berth,,1
SLEEPER CLASS (SL),14,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),14,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S3,8,Side Upper Berth,,1
SLEEPER CLASS (SL),14,JASIDIH JN (JSME),MADHUPUR JN (MDP),S3,49,Lower Berth,,7
SLEEPER CLASS (SL),14,KIUL JN (KIUL),JHAJHA (JAJ),S3,30,Upper Berth,,4
SLEEPER CLASS (SL),14,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S3,11,Upper Berth,,2
SLEEPER CLASS (SL),14,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S3,72,Side Upper Berth,,9
SLEEPER CLASS (SL),14,JASIDIH JN (JSME),MADHUPUR JN (MDP),S4,73,Lower Berth,,10
SLEEPER CLASS (SL),14,BUXAR (BXR),ARA JN (ARA),S4,52,Lower Berth,,7
SLEEPER CLASS (SL),14,BARH (BARH),MADHUPUR JN (MDP),S5,26,Middle Berth,,4
SLEEPER CLASS (SL),14,BAKHTIYARPUR JN (BKP),HOWRAH JN (HWH),S3,17,Lower Berth,,3
SLEEPER CLASS (SL),14,JAMUI (JMU),JASIDIH JN (JSME),S5,8,Side Upper Berth,,1
SLEEPER CLASS (SL),15,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),15,ASANSOL JN (ASN),HOWRAH JN (HWH),S5,29,Middle Berth,,4
SLEEPER CLASS (SL),15,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S3,80,Side Upper Berth,,10
SLEEPER CLASS (SL),15,KIUL JN (KIUL),JHAJHA (JAJ),S3,1,Lower Berth,,1
SLEEPER CLASS (SL),15,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S4,5,Middle Berth,,1
SLEEPER CLASS (SL),15,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S3,3,Upper Berth,,1
SLEEPER CLASS (SL),15,CHITTARANJAN (CRJ),ASANSOL JN (ASN),S3,24,Side Upper Berth,,3
SLEEPER CLASS (SL),15,BUXAR (BXR),PATNA JN (PNBE),S2,22,Upper Berth,,3
SLEEPER CLASS (SL),15,KIUL JN (KIUL),JHAJHA (JAJ),S3,25,Lower Berth,,4
SLEEPER CLASS (SL),15,KIUL JN (KIUL),JASIDIH JN (JSME),S2,45,Middle Berth,,6
SLEEPER CLASS (SL),15,DURGAPUR (DGR),HOWRAH JN (HWH),S3,9,Lower Berth,,2
SLEEPER CLASS (SL),16,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list,filter_list
SLEEPER CLASS (SL),16,DURGAPUR (DGR),HOWRAH JN (HWH),S3,10,Middle Berth,,2
SLEEPER CLASS (SL),16,BARDDHAMAN JN (BWN),HOWRAH JN (HWH),S3,32,Side Upper Berth,,4
